-0.999849,0,0.0184098,0,0,1,0,0,-0.0184098,0,-0.999849,0,-0.875583,0,-18.8187,1|
-0.999849,0,0.0184098,0,0,1,0,0,-0.0184098,0,-0.999849,0,0.284242,0,-18.8401,1|
-0.992636,0,-0.121292,0,0,1,0,0,0.121292,0,-0.992636,0,-0.767952,0,-18.9687,1|
-0.992636,0,-0.121292,0,0,1,0,0,0.121292,0,-0.992636,0,0.105568,0,-18.8619,1|
-0.992636,0,-0.121292,0,0,1,0,0,0.121292,0,-0.992636,0,0.105568,0,-18.8619,1|
-0.996947,0,0.0783317,0,0,1,0,0,-0.0783317,0,-0.996947,0,-0.931257,0,-18.7805,1|
-0.996947,0,0.0783317,0,0,1,0,0,-0.0783317,0,-0.996947,0,-0.372967,0,-18.8243,1|
-0.996947,0,0.0783317,0,0,1,0,0,-0.0783317,0,-0.996947,0,0.265079,0,-18.8744,1|
-0.998125,0,-0.0615518,0,0,1,0,0,0.0615518,0,-0.998125,0,-1.07152,0,-18.6644,1|
-0.998125,0,-0.0615518,0,0,1,0,0,0.0615518,0,-0.998125,0,0.305889,0,-18.5795,1|
-0.998125,0,-0.0615518,0,0,1,0,0,0.0615518,0,-0.998125,0,-0.552498,0,-18.6324,1|
-0.998125,0,-0.0615518,0,0,1,0,0,0.0615518,0,-0.998125,0,0.305889,0,-18.5795,1|
