1,0,0,0,0,1,0,0,0,0,1,0,3,1,-14.48,1|
0.228753,0,0.973486,0,0,1,0,0,-0.973486,0,0.228753,0,3,1,-14.48,1|
0.228753,0,0.973486,0,0,1,0,0,-0.973486,0,0.228753,0,0.975147,1,-14.0042,1|
-0.588502,0,0.808498,0,0,1,0,0,-0.808498,0,-0.588502,0,0.975147,1,-14.0042,1|
-0.588502,0,0.808498,0,0,1,0,0,-0.808498,0,-0.588502,0,-1.35333,1,-15.6991,1|
-0.76587,0,-0.643001,0,0,1,0,0,0.643001,0,-0.76587,0,0.112714,1,-17.4454,1|
-0.112153,0,-0.993696,0,0,1,0,0,0.993696,0,-0.112153,0,0.151294,1,-17.4913,1|
-0.112153,0,-0.993696,0,0,1,0,0,0.993696,0,-0.112153,0,2.57591,1,-17.765,1|
0.885526,0,-0.464606,0,0,1,0,0,0.464606,0,0.885526,0,2.57591,1,-17.765,1|
0.885526,0,-0.464606,0,0,1,0,0,0.464606,0,0.885526,0,3.48654,1,-16.0294,1|
0.885526,0,-0.464606,0,0,1,0,0,0.464606,0,0.885526,0,4.07194,1,-14.9136,1|
0.989774,0,-0.142698,0,0,1,0,0,0.142698,0,0.989774,0,4.07194,1,-14.9136,1|
